Network ID	From Node ID	To Node ID	Length [km]	Cost [$]	Cost [$/yr]	Transmission?	Delivery?	Geometry [WKT]
Link 1	10972 | Brownsville, TX	08974 | Bonita Springs, FL	1572.7568477728	0	0	True	False	LINESTRING(-97.47349439 25.9656549,-81.7453499 26.21127837)
Link 2	08974 | Bonita Springs, FL	56602 | Miami, FL	151.312076186751	0	0	True	False	LINESTRING(-81.7453499 26.21127837,-80.23198009 26.17698481)
Link 3	56602 | Miami, FL	10972 | Brownsville, TX	1724.02841617044	0	0	True	False	LINESTRING(-80.23198009 26.17698481,-97.47349439 25.9656549)
Link 4	08974 | Bonita Springs, FL	63838 | North Port--Port Charlotte, FL	95.8777918560916	0	0	True	False	LINESTRING(-81.7453499 26.21127837,-82.12386758 27.00692437)
Link 5	63838 | North Port--Port Charlotte, FL	13510 | Cape Coral, FL	53.0991043542307	0	0	True	False	LINESTRING(-82.12386758 27.00692437,-81.84186623 26.59995104)
Link 6	13510 | Cape Coral, FL	08974 | Bonita Springs, FL	44.1262239106371	0	0	True	False	LINESTRING(-81.84186623 26.59995104,-81.7453499 26.21127837)
Link 7	13510 | Cape Coral, FL	56602 | Miami, FL	167.338328898478	0	0	True	False	LINESTRING(-81.84186623 26.59995104,-80.23198009 26.17698481)
Link 8	56602 | Miami, FL	08974 | Bonita Springs, FL	151.312076186751	0	0	True	False	LINESTRING(-80.23198009 26.17698481,-81.7453499 26.21127837)
Link 9	08974 | Bonita Springs, FL	13510 | Cape Coral, FL	44.1262239106369	0	0	True	False	LINESTRING(-81.7453499 26.21127837,-81.84186623 26.59995104)
Link 10	08974 | Bonita Springs, FL	79606 | Sarasota--Bradenton, FL	140.883572039021	0	0	True	False	LINESTRING(-81.7453499 26.21127837,-82.47260729 27.30239188)
Link 11	79606 | Sarasota--Bradenton, FL	63838 | North Port--Port Charlotte, FL	47.6101471096284	0	0	True	False	LINESTRING(-82.47260729 27.30239188,-82.12386758 27.00692437)
