Network ID	From Node ID	To Node ID	Length [km]	Cost [$]	Cost [$/yr]	Transmission?	Delivery?	Geometry [WKT]
Link 1001	03358 | Asheville, NC	02413 | Anderson, SC	108.73026965184	0	0	True	False	LINESTRING(-82.56431524 35.49874033,-82.66056461 34.52186967)
Link 1002	02413 | Anderson, SC	@ Gainesville, GA	109.650669780715	0	0	True	False	LINESTRING(-82.66056461 34.52186967,-83.817 34.2805)
Link 1004	25228 | Durham, NC	29440 | Fayetteville, NC	102.947011007473	0	0	True	False	LINESTRING(-78.94746602 35.9796355,-78.97991294 35.05214678)
Link 1005	29440 | Fayetteville, NC	69517 | Pinehurst--Southern Pines, NC	43.837997662532	0	0	True	False	LINESTRING(-78.97991294 35.05214678,-79.43609384 35.177174)
Link 1010	74827 | Ridgecrest, CA	47611 | Lancaster--Palmdale, CA	117.838389771273	0	0	True	False	LINESTRING(-117.6831914 35.62432591,-118.1218362 34.62517563)
Link 1011	47611 | Lancaster--Palmdale, CA	04681 | Bakersfield, CA	116.419138355579	0	0	True	False	LINESTRING(-118.1218362 34.62517563,-119.0306803 35.36128658)
Link 1013	01927 | Amarillo, TX	51877 | Lubbock, TX	181.818354160956	0	0	True	False	LINESTRING(-101.8483336 35.19831874,-101.8917268 33.5596661)
Link 1014	51877 | Lubbock, TX	76447 | Roswell, NM	246.066310803986	0	0	True	False	LINESTRING(-101.8917268 33.5596661,-104.5285552 33.36524892)
Link 1016	51499 | Los Lunas, NM	47935 | Las Cruces, NM	269.506688146407	0	0	True	False	LINESTRING(-106.7128873 34.76169005,-106.7621244 32.33217541)
Link 1017	47935 | Las Cruces, NM	88732 | Tucson, AZ	394.17299210166	0	0	True	False	LINESTRING(-106.7621244 32.33217541,-110.9462179 32.25456136)
Link 102	@ Bayport, TX	@ Pasadena, TX	14.7863335585564	0	0	True	False	LINESTRING(-95.0105 29.6111,-95.1522 29.6608)
Link 1022	95104 | Wichita Falls, TX	51877 | Lubbock, TX	314.895402941898	0	0	True	False	LINESTRING(-98.5186186 33.90280473,-101.8917268 33.5596661)
Link 1023	51877 | Lubbock, TX	@ Borger, TX	237.232700581637	0	0	True	False	LINESTRING(-101.8917268 33.5596661,-101.4007 35.6593)
Link 1025	79417 | Santa Maria, CA	03196 | Arroyo Grande--Grover Beach, CA	27.6572405508881	0	0	True	False	LINESTRING(-120.4383906 34.91110838,-120.6069725 35.11826348)
Link 1026	03196 | Arroyo Grande--Grover Beach, CA	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	45.811801215788	0	0	True	False	LINESTRING(-120.6069725 35.11826348,-120.6718214 35.52774675)
Link 1031	@ Bakersfield, CA	22987 | Delano, CA	49.0540298200953	0	0	True	False	LINESTRING(-119.031674 35.375066,-119.2657338 35.77369668)
Link 1032	22987 | Delano, CA	71074 | Porterville, CA	39.478108547029	0	0	True	False	LINESTRING(-119.2657338 35.77369668,-119.0317245 36.07429894)
Link 1033	19558 | Concord, NC	35164 | Greensboro, NC	94.7857683319517	0	0	True	False	LINESTRING(-80.58188837 35.48712408,-79.84421419 36.09421479)
Link 1035	69517 | Pinehurst--Southern Pines, NC	19558 | Concord, NC	109.701269505092	0	0	True	False	LINESTRING(-79.43609384 35.177174,-80.58188837 35.48712408)
Link 1037	74827 | Ridgecrest, CA	04681 | Bakersfield, CA	125.701296528257	0	0	True	False	LINESTRING(-117.6831914 35.62432591,-119.0306803 35.36128658)
Link 1038	04681 | Bakersfield, CA	@ Bakersfield, CA	1.53145469606491	0	0	True	False	LINESTRING(-119.0306803 35.36128658,-119.031674 35.375066)
Link 1040	03358 | Asheville, NC	@ Gainesville, GA	177.133632184621	0	0	True	False	LINESTRING(-82.56431524 35.49874033,-83.817 34.2805)
Link 1041	@ Gainesville, GA	45640 | Knoxville, TN	182.518715897171	0	0	True	False	LINESTRING(-83.817 34.2805,-84.0250407 35.91675896)
Link 1044	19558 | Concord, NC	96670 | Winston-Salem, NC	70.7413333486108	0	0	True	False	LINESTRING(-80.58188837 35.48712408,-80.2664688 36.07058889)
Link 1046	@ Ardmore, OK	@ Wynneywood, OK	49.6878287911905	0	0	True	False	LINESTRING(-97.12 34.1908,-97.168001 34.636951)
Link 1047	@ Wynneywood, OK	88948 | Tulsa, OK	199.385657471549	0	0	True	False	LINESTRING(-97.168001 34.636951,-95.90410457 36.10600441)
Link 1048	@ Calvert City, KY	40780 | Huntsville, AL	131.440802171763	0	0	True	False	LINESTRING(-87.881224 35.338392,-86.63837073 34.73935568)
Link 1049	40780 | Huntsville, AL	@ Decatur, AL	37.0756910645397	0	0	True	False	LINESTRING(-86.63837073 34.73935568,-87.002425 34.593675)
Link 1050	@ Decatur, AL	@ Calvert City, KY	115.181652790495	0	0	True	False	LINESTRING(-87.002425 34.593675,-87.881224 35.338392)
Link 1052	52687 | McKinney, TX	@ Ardmore, OK	116.753372242877	0	0	True	False	LINESTRING(-96.66996522 33.20768189,-97.12 34.1908)
Link 1053	@ Ardmore, OK	88948 | Tulsa, OK	239.625057761602	0	0	True	False	LINESTRING(-97.12 34.1908,-95.90410457 36.10600441)
Link 1055	22987 | Delano, CA	79417 | Santa Maria, CA	143.255204441153	0	0	True	False	LINESTRING(-119.2657338 35.77369668,-120.4383906 34.91110838)
Link 1056	79417 | Santa Maria, CA	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	71.6376429727151	0	0	True	False	LINESTRING(-120.4383906 34.91110838,-120.6718214 35.52774675)
Link 1058	65080 | Oklahoma City, OK	63433 | Norman, OK	33.0398599897138	0	0	True	False	LINESTRING(-97.52523817 35.50413881,-97.44394674 35.21388197)
Link 1059	63433 | Norman, OK	95104 | Wichita Falls, TX	175.726157891295	0	0	True	False	LINESTRING(-97.44394674 35.21388197,-98.5186186 33.90280473)
Link 1062	@ Henderson, NV	11431 | Bullhead City, AZ--NV	112.490991249802	0	0	True	False	LINESTRING(-114.9905 36.0358,-114.5822913 35.07836021)
Link 1067	@ Longview, TX	52687 | McKinney, TX	195.361569597967	0	0	True	False	LINESTRING(-94.7539 32.5091,-96.66996522 33.20768189)
Link 1068	52687 | McKinney, TX	88948 | Tulsa, OK	329.095062786221	0	0	True	False	LINESTRING(-96.66996522 33.20768189,-95.90410457 36.10600441)
Link 107	@ La Porte, TX	@ Pasadena, TX	9.81036287119034	0	0	True	False	LINESTRING(-95.051795 29.672791,-95.1522 29.6608)
Link 1070	22987 | Delano, CA	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	130.224680917259	0	0	True	False	LINESTRING(-119.2657338 35.77369668,-120.6718214 35.52774675)
Link 1071	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	18289 | Coalinga, CA	74.3974529358483	0	0	True	False	LINESTRING(-120.6718214 35.52774675,-120.3545069 36.14647828)
Link 1073	25228 | Durham, NC	69517 | Pinehurst--Southern Pines, NC	99.4412690534088	0	0	True	False	LINESTRING(-78.94746602 35.9796355,-79.43609384 35.177174)
Link 1074	69517 | Pinehurst--Southern Pines, NC	35164 | Greensboro, NC	108.254444942344	0	0	True	False	LINESTRING(-79.43609384 35.177174,-79.84421419 36.09421479)
Link 1082	35380 | Greenville, NC	73261 | Raleigh, NC	119.182266538014	0	0	True	False	LINESTRING(-77.3730195 35.58176189,-78.66919695 35.76971047)
Link 1083	73261 | Raleigh, NC	@ Raleigh, NC	5.89276803981778	0	0	True	False	LINESTRING(-78.66919695 35.76971047,-78.6585 35.8221)
Link 1088	36703 | Hanford, CA	22987 | Delano, CA	72.0487660943664	0	0	True	False	LINESTRING(-119.6942284 36.32190786,-119.2657338 35.77369668)
Link 1089	22987 | Delano, CA	18289 | Coalinga, CA	106.570879904841	0	0	True	False	LINESTRING(-119.2657338 35.77369668,-120.3545069 36.14647828)
Link 1091	@ Chattanooga, TN	40780 | Huntsville, AL	124.250412225725	0	0	True	False	LINESTRING(-85.3166 34.9995,-86.63837073 34.73935568)
Link 1092	40780 | Huntsville, AL	61273 | Nashville-Davidson, TN	155.640107706866	0	0	True	False	LINESTRING(-86.63837073 34.73935568,-86.6924717 36.14146863)
Link 1094	47995 | Las Vegas--Henderson, NV	11431 | Bullhead City, AZ--NV	128.33988158047	0	0	True	False	LINESTRING(-115.165503 36.13247683,-114.5822913 35.07836021)
Link 1095	11431 | Bullhead City, AZ--NV	41347 | Indio--Cathedral City, CA	219.428054616683	0	0	True	False	LINESTRING(-114.5822913 35.07836021,-116.3470086 33.7464375)
Link 1097	90946 | Visalia, CA	22987 | Delano, CA	57.8012897408625	0	0	True	False	LINESTRING(-119.300912 36.29383428,-119.2657338 35.77369668)
Link 11	79606 | Sarasota--Bradenton, FL	63838 | North Port--Port Charlotte, FL	47.6101471096284	0	0	True	False	LINESTRING(-82.47260729 27.30239188,-82.12386758 27.00692437)
Link 1100	74827 | Ridgecrest, CA	@ Bakersfield, CA	125.432957945161	0	0	True	False	LINESTRING(-117.6831914 35.62432591,-119.031674 35.375066)
Link 1101	@ Bakersfield, CA	71074 | Porterville, CA	77.5826286205607	0	0	True	False	LINESTRING(-119.031674 35.375066,-119.0317245 36.07429894)
Link 1103	47995 | Las Vegas--Henderson, NV	41347 | Indio--Cathedral City, CA	285.859020768439	0	0	True	False	LINESTRING(-115.165503 36.13247683,-116.3470086 33.7464375)
Link 1104	41347 | Indio--Cathedral City, CA	90541 | Victorville--Hesperia, CA	120.386118580065	0	0	True	False	LINESTRING(-116.3470086 33.7464375,-117.3120699 34.47688612)
Link 1106	@ Chattanooga, TN	61273 | Nashville-Davidson, TN	177.785801809109	0	0	True	False	LINESTRING(-85.3166 34.9995,-86.6924717 36.14146863)
Link 1107	61273 | Nashville-Davidson, TN	@ Gallatin, TN	35.2555415454656	0	0	True	False	LINESTRING(-86.6924717 36.14146863,-86.422446 36.371944)
Link 1109	88948 | Tulsa, OK	63433 | Norman, OK	170.989607846545	0	0	True	False	LINESTRING(-95.90410457 36.10600441,-97.44394674 35.21388197)
Link 111	@ Bayport, TX	@ La Porte, TX	7.92151252445123	0	0	True	False	LINESTRING(-95.0105 29.6111,-95.051795 29.672791)
Link 1112	74044 | Reedley--Dinuba, CA	90946 | Visalia, CA	33.1390025389102	0	0	True	False	LINESTRING(-119.4254397 36.57500962,-119.300912 36.29383428)
Link 1113	90946 | Visalia, CA	36703 | Hanford, CA	35.4615748337577	0	0	True	False	LINESTRING(-119.300912 36.29383428,-119.6942284 36.32190786)
Link 1115	74044 | Reedley--Dinuba, CA	36703 | Hanford, CA	37.006604042307	0	0	True	False	LINESTRING(-119.4254397 36.57500962,-119.6942284 36.32190786)
Link 1119	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	79147 | San Luis Obispo, CA	27.5828581472245	0	0	True	False	LINESTRING(-120.6718214 35.52774675,-120.6656957 35.27918662)
Link 1122	19558 | Concord, NC	38647 | Hickory, NC	81.5315660980573	0	0	True	False	LINESTRING(-80.58188837 35.48712408,-81.41835935 35.75830911)
Link 1124	@ Calvert City, KY	56116 | Memphis, TN--MS--AR	187.377124234667	0	0	True	False	LINESTRING(-87.881224 35.338392,-89.91762321 35.09401516)
Link 1127	@ Smackover, AR	@ Longview, TX	211.809194737226	0	0	True	False	LINESTRING(-92.731 33.3682,-94.7539 32.5091)
Link 1128	@ Longview, TX	88948 | Tulsa, OK	412.795543647478	0	0	True	False	LINESTRING(-94.7539 32.5091,-95.90410457 36.10600441)
Link 113	10972 | Brownsville, TX	@ Freeport, TX	392.470025268908	0	0	True	False	LINESTRING(-97.47349439 25.9656549,-95.378367 28.974567)
Link 1130	38647 | Hickory, NC	03358 | Asheville, NC	107.726226222396	0	0	True	False	LINESTRING(-81.41835935 35.75830911,-82.56431524 35.49874033)
Link 1133	50392 | Little Rock, AR	@ Smackover, AR	158.702391734569	0	0	True	False	LINESTRING(-92.31930789 34.75730908,-92.731 33.3682)
Link 1134	@ Smackover, AR	88948 | Tulsa, OK	420.288798904885	0	0	True	False	LINESTRING(-92.731 33.3682,-95.90410457 36.10600441)
Link 1137	@ Chattanooga, TN	@ Gallatin, TN	182.228528397745	0	0	True	False	LINESTRING(-85.3166 34.9995,-86.422446 36.371944)
Link 1139	95104 | Wichita Falls, TX	@ Borger, TX	327.935919601879	0	0	True	False	LINESTRING(-98.5186186 33.90280473,-101.4007 35.6593)
Link 1140	@ Borger, TX	@ Brorger, TX	0.977600422247648	0	0	True	False	LINESTRING(-101.4007 35.6593,-101.397316 35.667667)
Link 1142	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	80362 | Seaside--Monterey, CA	161.229946381782	0	0	True	False	LINESTRING(-120.6718214 35.52774675,-121.8620216 36.6129838)
Link 1143	80362 | Seaside--Monterey, CA	78310 | Salinas, CA	20.4940944169407	0	0	True	False	LINESTRING(-121.8620216 36.6129838,-121.6632649 36.70498007)
Link 1146	51499 | Los Lunas, NM	29278 | Farmington, NM	256.197681463462	0	0	True	False	LINESTRING(-106.7128873 34.76169005,-108.1589588 36.74728807)
Link 1148	88948 | Tulsa, OK	65080 | Oklahoma City, OK	161.023426718251	0	0	True	False	LINESTRING(-95.90410457 36.10600441,-97.52523817 35.50413881)
Link 1151	51499 | Los Lunas, NM	88732 | Tucson, AZ	481.621603041896	0	0	True	False	LINESTRING(-106.7128873 34.76169005,-110.9462179 32.25456136)
Link 1152	88732 | Tucson, AZ	29818 | Flagstaff, AZ	332.70477588398	0	0	True	False	LINESTRING(-110.9462179 32.25456136,-111.6250512 35.20004052)
Link 1154	47995 | Las Vegas--Henderson, NV	90541 | Victorville--Hesperia, CA	268.037954486701	0	0	True	False	LINESTRING(-115.165503 36.13247683,-117.3120699 34.47688612)
Link 1157	31843 | Fresno, CA	80551 | Selma, CA	28.2313563894	0	0	True	False	LINESTRING(-119.7631528 36.78812898,-119.6082291 36.56643583)
Link 1158	80551 | Selma, CA	36703 | Hanford, CA	28.2087730045951	0	0	True	False	LINESTRING(-119.6082291 36.56643583,-119.6942284 36.32190786)
Link 1160	@ Kingsport, TN	03358 | Asheville, NC	113.651552687133	0	0	True	False	LINESTRING(-82.5463 36.5229,-82.56431524 35.49874033)
Link 1161	03358 | Asheville, NC	45640 | Knoxville, TN	140.087386911831	0	0	True	False	LINESTRING(-82.56431524 35.49874033,-84.0250407 35.91675896)
Link 1164	@ Borger, TX	01927 | Amarillo, TX	65.3312293807048	0	0	True	False	LINESTRING(-101.4007 35.6593,-101.8483336 35.19831874)
Link 1166	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	78310 | Salinas, CA	158.209152727475	0	0	True	False	LINESTRING(-120.6718214 35.52774675,-121.6632649 36.70498007)
Link 1170	27261 | El Paso de Robles (Paso Robles)--Atascadero, CA	39511 | Hollister, CA	159.680860294663	0	0	True	False	LINESTRING(-120.6718214 35.52774675,-121.3931806 36.8426435)
Link 1172	80362 | Seaside--Monterey, CA	79147 | San Luis Obispo, CA	183.171743909656	0	0	True	False	LINESTRING(-121.8620216 36.6129838,-120.6656957 35.27918662)
Link 1173	79147 | San Luis Obispo, CA	03196 | Arroyo Grande--Grover Beach, CA	18.6372062833674	0	0	True	False	LINESTRING(-120.6656957 35.27918662,-120.6069725 35.11826348)
Link 1176	15832 | Chattanooga, TN--GA	@ Gallatin, TN	182.440084026616	0	0	True	False	LINESTRING(-85.21005766 35.05809977,-86.422446 36.371944)
Link 1177	18289 | Coalinga, CA	31843 | Fresno, CA	88.7634841671292	0	0	True	False	LINESTRING(-120.3545069 36.14647828,-119.7631528 36.78812898)
